date,away,home,period,time,challenging,challenge_type,result,link
1/22/20,LAC,ATL,4th,:31,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_ATL_LA_Clippers_Defensive_Foul_Challenge_012220
1/22/20,WAS,MIA,OT1,:09,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_MIA_Washington_Defensive_Foul_Challenge_012220
1/22/20,IND,PHX,3rd,6:20,INF,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_PHX_Indiana_Defensive_Foul_Challenge_012220
1/20/20,WAS,DET,3rd,1:24,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DET_Detroit_Defensive_Foul_Challenge_012020
1/20/20,TOR,ATL,4th,4:58,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ATL_Toronto_Defensive_Foul_Challenge_012020
1/20/20,TOR,ATL,4th,3:05,ATL,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_ATL_Atlanta_Out_of_Bounds_Challenge_012020
1/20/20,ORL,CHA,3rd,1:43,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_CHA_Orlando_Defensive_Foul_Challenge_012020
1/20/20,OKC,HOU,2nd,1:05,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_HOU_Oklahoma_City_Offensive_Foul_Challenge_012020_v2
1/20/20,OKC,HOU,4th,6:53,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_HOU_Houston_Defensive_Foul_Challenge_012020
1/20/20,CHI,MIL,4th,9:58,MIL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_MIL_Milwaukee_Defensive_Foul_Challenge_012020
1/20/20,CHI,MIL,4th,5:55,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_MIL_Chicago_Defensive_Foul_Challenge_012020
1/20/20,LAL,BOS,4th,6:05,LAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_BOS_LA_Lakers_Defensive_Foul_Challenge_012020
1/20/20,SAS,PHX,4th,5.4,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_PHX_San_Antonio_Defensive_Foul_Challenge_012020_v2
1/20/20,GSW,POR,2nd,4:15,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_POR_Golden_State_Defensive_Foul_Challenge_012020
1/20/20,GSW,POR,4th,25.3,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_POR_Portland_Defensive_Foul_Challenge_012020
1/19/20,MIA,SAS,4th,1:28,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_SAS_San_Antonio_Defensive_Foul_Challenge_011920
1/18/20,LAC,NOP,4th,5:52,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_NOP_New_Orleans_Defensive_Foul_Challenge_011820
1/18/20,MIL,BKN,1st,7:48,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_BKN_Brooklyn_Defensive_Foul_Challenge_011820
1/18/20,PHX,BOS,4th,1:16,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_BOS_Phoenix_Defensive_Foul_Challenge_011820
1/18/20,CLE,CHI,4th,:20.1,CHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_CHI_Chicago_Defensive_Foul_Challenge_011820
1/18/20,POR,OKC,1st,3:15,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_OKC_Oklahoma_City_Defensive_Foul_Challenge_011820
1/18/20,POR,OKC,4th,4:42,POR,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_OKC_Portland_Goaltending_Challenge_011820
1/17/20,MIN,IND,4th,4:59,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_IND_Indiana_Offensive_Foul_Challenge_011720
1/17/20,CLE,MEM,3rd,11:03,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_MEM_Cleveland_Defensive_Foul_Challenge_011720
1/17/20,ATL,SAS,4th,1:20,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_SAS_San_Antonio_Defensive_Foul_Challenge_011720
1/17/20,POR,DAL,4th,3:09,POR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_DAL_Portland_Defensive_Foul_Challenge_011720
1/16/20,UTA,NOP,3rd,3:17,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_NOP_New_Orleans_Defensive_Foul_Challenge_011620
1/16/20,UTA,NOP,OT1,1:19,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_NOP_Utah_Defensive_Foul_Challenge_011620
1/15/20,DET,BOS,1st,8:34,DET,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_BOS_Detroit_OB_Challenge_011520
1/15/20,BKN,PHI,3rd,8:43,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_PHI_Brooklyn_Defensive_Foul_Challenge_011520
1/15/20,IND,MIN,2nd,7:51,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_MIN_Indiana_Offensive_Foul_Challenge_011520
1/15/20,IND,MIN,4th,:37,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_MIN_Minnesota_Defensive_Foul_Challenge_011520
1/15/20,SAS,MIA,3rd,2:59,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_MIA_San_Antonio_Defensive_Foul_Challenge_011520
1/15/20,TOR,OKC,3rd,9:07,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_OKC_Toronto_Defensive_Foul_Challenge_011520
1/15/20,WAS,CHI,4th,1:08,CHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_CHI_Chicago_Defensive_Foul_Challenge_011520
1/15/20,DAL,SAC,4th,:27,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_SAC_Sacramento_Defensive_Foul_Challenge_011520
1/14/20,PHX,ATL,1st,6:49,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_ATL_Phoenix_Defensive_Foul_Challenge_011420
1/14/20,CLE,LAL,2nd,7:54,CLE,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_LAC_Cleveland_OB_Challenge_011420
1/13/20,NOP,DET,2nd,10:55,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_DET_Offensive_Foul_Challenge_011320
1/13/20,PHI,IND,3rd,9:47,IND,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_IND_Indiana_Goaltending_Challenge_011320
1/13/20,ORL,SAC,2nd,1:43,ORL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_SAC_Orlando_OB_Challenge_011320
1/12/20,LAC,DEN,4th,2:41,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_DEN_LA_Clippers_Offensive_Foul_Challenge_011220
1/12/20,SAS,TOR,2nd,3:12,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_TOR_Toronto_Defensive_Foul_011220
1/12/20,ATL,BKN,3rd,9:14,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_BKN_Brooklyn_Offensive_Foul_Challenge_011220
1/12/20,MIA,NYK,4th,:21,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_NYK_New_York_Defensive_Foul_Challenge_011220
1/11/20,MIL,POR,2nd,2.7,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_POR_Portland_Offensive_Foul_Challenge_011120
1/11/20,CHI,DET,4th,6:32,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_DET_Detroit_Defensive_Foul_Challenge_011120
1/10/20,ATL,WAS,2nd,3:44,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_WAS_Washington_Defensive_Foul_Challenge_011020
1/10/20,ATL,WAS,3rd,:04,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_WAS_Atlanta_Offensive_Foul_Challenge_011020
1/10/20,NOP,NYK,3rd,7:48,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_NYK_New_York_Defensive_Foul_Challenge_011020
1/10/20,ORL,PHX,2nd,5:46,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_PHX_Phoenix_Defensive_Foul_Challenge_011020
1/10/20,SAS,MEM,4th,3:42,MEM,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_MEM_Memphis_Defensive_Foul_Challenge_011020
1/10/20,LAL,DAL,4th,9:50,LAL,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_DAL_LA_Lakers_OB_Challenge_011020
1/10/20,LAL,DAL,4th,6:16,DAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_DAL_Dallas_Defensive_Foul_Challenge_011020
1/9/20,CLE,DET,2nd,2:02,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_DET_Detroit_Defensive_Foul_Challenge_010920
1/9/20,POR,MIN,4th,6:10,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_MIN_Minnesota_Defensive_Foul_Challenge_010920
1/8/20,TOR,CHA,3rd,1:39,CHA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_CHA_Charlotte_Offensive_Foul_Challenge_010820
1/8/20,CHI,NOP,3rd,5:06,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_NOP_Chicago_Defensive_Foul_Challenge_010820
1/8/20,MIL,GSW,4th,1:06,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_GSW_Golden_State_Defensive_Foul_Challenge_010820
1/7/20,DET,CLE,1st,2:40,DET,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CLE_Detroit_Out_of_Bounds_Challenge_010720
1/7/20,DET,CLE,4th,10:42,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_CLE_Cleveland_Offensive_Foul_Challenge_010720
1/7/20,OKC,BKN,4th,6:15,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_BKN_Oklahoma_City_Defensive_Foul_Challenge_010720
1/6/20,DEN,ATL,3rd,8:44,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_ATL_Atlanta_Defensive_Foul_Challenge_010620
1/6/20,OKC,PHI,4th,5:22,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_PHI_Oklahoma_City_OB_Challenge_010620
1/6/20,GSW,SAC,4th,9:00,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_SAC_Sacramento_Defensive_Foul_Challenge_010620
1/5/20,NYK,LAC,4th,7:06,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_LAC_LA_Clippers_Offensive_Foul_Challenge_010520
1/5/20,POR,MIA,4th,4:13,MIA,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_MIA_Miami_Out_Of_Bounds_Challenge_010520
1/5/20,DET,LAL,3rd,6:04,LAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_LAL_LA_Lakers_Defensive_Foul_Challenge_010520
1/4/20,TOR,BKN,3rd,8:54,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_BKN_Brooklyn_Offensive_Foul_Challenge_010420
1/4/20,UTA,ORL,2nd,3:56,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_ORL_Utah_Defensive_Foul_Challenge_010420
1/4/20,UTA,ORL,4th,1:53,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_ORL_Orlando_Defensive_Foul_Challenge_010420
1/4/20,NOP,SAC,3rd,:14,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_SAC_Sacramento_Defensive_Foul_Challenge_010420
1/3/20,ATL,BOS,3rd,7:42,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_BOS_Atlanta_Defensive_Foul_Challenge_010320
1/3/20,ATL,BOS,4th,4:48,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_BOS_Boston_Defensive_Foul_Challenge_010320
1/3/20,NYK,PHX,4th,1:53,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_PHX_New_York_Offensive_Foul_Challenge_010320
1/2/20,GSW,MIN,1st,:0.2,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_MIN_Golden_State_Defensive_Foul_Challenge_010220
1/2/20,DEN,IND,3rd,3:45,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_IND_Denver_Defensive_Foul_Challenge_010220
1/2/20,CHA,CLE,4th,5:17,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_CLE_Cleveland_Defensive_Foul_Challenge_010220
1/1/20,MIN,MIL,3rd,:26`,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_MIL_Minnesota_Defensive_Foul_Challenge_010120
1/1/20,MIN,MIL,4th,4:35,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_MIL_Milwaukee_Defensive_Foul_Challenge_010120
1/1/20,PHX,LAL,4th,4:59,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_LAL_Phoenix_Offensive_Foul_Challenge_010120
12/31/19,LAC,SAC,4th,2:49,SAC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_SAC_Sacramento_OB_Challenge_123119
12/31/19,CLE,TOR,3rd,:28,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_TOR_Toronto_Defensive_Foul_Challenge_123119
12/31/19,GSW,SAS,3rd,7:33,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_SAS_Golden_State_Offensive_Foul_Challenge_123119
12/31/19,GSW,SAS,3rd,3:47,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_SAS_San_Antonio_Defensive_Foul_Challenge_123119
12/31/19,DEN,HOU,4th,8:24,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_HOU_Houston_Defensive_Foul_Challenge_123119
12/30/19,MIA,WAS,4th,8:15,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_WAS_Washington_Defensive_Foul_Challenge_123019
12/30/19,ATL,ORL,2nd,8:54,ORL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_ORL_Orlando_Out_of_Bounds_Challenge_123019
12/29/19,SAC,DEN,4th,1:54,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_DEN_Sacramento_Defensive_Foul_Challenge_122919
12/29/19,OKC,TOR,3rd,2:07,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_TOR_Toronto_Defensive_Foul_Challenge_122919
12/28/19,TOR,BOS,1st,3:57,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_BOS_Toronto_Defensive_Foul_Challenge_122819
12/28/19,PHI,MIA,2nd,1:53,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_MIA_Philadelphia_Defensive_Foul_Challenge_122819
12/28/19,PHI,MIA,4th,:01,MIA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_MIA_Miami_Defensive_Foul_Challenge_122819
12/28/19,NYK,WAS,3rd,5:20,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_WAS_New_York_Defensive_Foul_Challenge_122819
12/28/19,CLE,MIN,4th,7:35,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_MIN_Cleveland_Defensive_Foul_Challenge_122819
12/28/19,DET,SAS,4th,5:27,SAS,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_SAS_San_Antonio_Out_of_Bounds_Challenge_122819
12/28/19,PHX,SAC,2nd,9:38,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_SAC_Sacramento_Loose_Ball_Foul_Challenge_122819
12/28/19,PHX,SAC,3rd,2:14,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_SAC_Phoenix_Defensive_Foul_Challenge_122819
12/28/19,LAL,POR,2nd,8:34,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_POR_Portland_Defensive_Foul_Challenge_122819
12/28/19,LAL,POR,4th,5:54,LAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_POR_LA_Lakers_Defensive_Foul_Challenge_122819
12/28/19,UTA,LAC,4th,10:23,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_LAC_LA_Clippers_Defensive_Foul_Challenge_122819
12/27/19,CLE,BOS,3rd,:30,BOS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_BOS_Boston_Offensive_Foul_Challenge_122719
12/27/19,IND,MIA,4th,3:34,IND,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_MIA_Indiana_Out_Of_Bounds_Challenge_122719
12/26/19,WAS,DET,1st,4:48,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_DET_Detroit_Offensive_Foul_Challenge_122619
12/26/19,NYK,BKN,2nd,9:13,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_BKN_Brooklyn_Defensive_Foul_Challenge_122619
12/25/19,BOS,TOR,4th,8:52,BOS,BI,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_TOR_Boston_Basket_Interference_Challenge_122519
12/23/19,CHI,ORL,2nd,6:21,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_ORL_Orlando_Offensive_Foul_Challenge_122319
12/23/19,WAS,NYK,4th,2:32,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_NYK_New_York_Defensive_Foul_Challenge_122319
12/23/19,UTA,MIA,4th,5:26,MIA,GT,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_MIA_Miami_Goaltending_Challenge_122319
12/23/19,HOU,SAC,4th,6:41,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_SAC_Sacramento_Defensive_Foul_Challenge_122319
12/22/19,DAL,TOR,4th,3:20,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_TOR_Tornoto_Defensive_Foul_Challenge_122219
12/22/19,LAC,OKC,4th,5:35,OKC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_OKC_Oklahoma_City_Defensive_Foul_Challenge_122219
12/22/19,DEN,LAL,3rd,7:10,LAL,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_LAL_LA_Lakers_Goaltending_Challenge_122219
12/22/19,DEN,LAL,3rd,3:30,DEN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_LAL_Denver_Defensive_Foul_Challenge_122219
12/21/19,HOU,PHX,2nd,7:49,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_PHX_Houston_Offensive_Foul_Challenge_122119
12/21/19,LAC,SAS,2nd,11:47,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_SAS_San_Antonio_Defensive_Foul_Challenge_122119
12/21/19,LAC,SAS,3rd,10:02,LAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_SAS_Los_Angeles_Clippers_Defensive_Foul_Challenge_122119
12/21/19,SAC,MEM,4th,4:54,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_MEM_Sacramento_Offensive_Foul_Challenge_122119
12/21/19,MIL,NYK,4th,6:39,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_NYK_New_York_Offensive_Foul_Challenge_122119
12/21/19,WAS,PHI,4th,8:35,PHI,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_PHI_Philadelphia_Defensive_Foul_Challenge_122119
12/21/19,CHI,DET,4th,4:21,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_DET_Detroit_Defensive_Foul_Challenge_122119
12/21/19,ATL,BKN,3rd,5:59,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_BKN_Atlanta_Offensive_Foul_Challenge_122119
12/20/19,DET,BOS,2nd,9:03,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_BOS_Detroit_Offensive_Foul_Challenge_122019
12/20/19,NYK,MIA,4th,4:31,MIA,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_MIA_Miami_OB_Challenge_122019
12/20/19,DAL,PHI,4th,9:34,PHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_PHI_Philadelphia_OB_Challenge_122019
12/20/19,ORL,POR,1st,1:02,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_POR_Orlando_Offensive_Foul_Challenge_122019
12/20/19,MIN,DEN,4th,3:37,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_DEN_Denver_Defensive_Foul_Challenge_122019
12/20/19,NOP,GSW,4th,:38,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NOP_GSW_Golden_State_Defensive_Foul_Challenge_122019
12/19/19,BKN,SAS,4th,1:33,SAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_SAS_San_Antonio_Defensive_Foul_Challenge_121919
12/18/19,CHA,CLE,4th,:41.8,CHA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_CLE_Charlotte_Defensive_Foul_Challenge_121819
12/18/19,TOR,DET,1st,2:47,TOR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_DET_Toronto_Out_Of_Bounds_Challenge_121819
12/18/19,MIA,PHI,3rd,:00.6,MIA,BI,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_PHI_Miami_Basket_Interference_Challenge_121819
12/18/19,MIA,PHI,4th,:33.9,PHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_PHI_Philadelphia_Defensive_Foul_Challenge_121819
12/18/19,GSW,POR,4th,:33.8,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_POR_Golden_State_Defensive_Foul_Challenge_121819
12/17/19,ORL,UTA,4th,3:52,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_UTA_Orlando_Loose_Ball_Foul_Challenge_121719
12/17/19,ATL,NYK,3rd,6:41,NYK,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_NYK_New_York_Defensive_Foul_Challenge_121719
12/17/19,SAC,CHA,4th,3:26,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_CHA_Charlotte_Defensive_Foul_Challenge_121719
12/16/19,SAS,HOU,3rd,:51,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_HOU_Houston_Loose_Ball_Foul_Challenge_121619
12/16/19,CHI,OKC,3rd,8:54,OKC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_OKC_Oklahoma_City_Defensive_Foul_Challenge_121619
12/16/19,CHI,OKC,4th,1:22,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_OKC_Chicago_Loose_Ball_Foul_Challenge_121619
12/16/19,POR,PHX,4th,:26,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_PHX_Phoenix_Defensive_Foul_Challenge_121619
12/15/19,ORL,NOP,4th,8:06,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_NOP_Orlando_Defensive_Foul_Challenge_121519
12/15/19,CHA,IND,3rd,4:04,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_IND_Indiana_Defensive_Foul_Challenge_121519
