date,away,home,period,time,challenging,challenge_type,result,link
3/1/20,PHI,PAC,4th,5:36,LAC,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_LAC_LA_Clippers_OB_Challenge_030120
3/1/20,TOR,DEN,3rd,8:39,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_DEN_Denver_Defensive_Foul_Challenge_030120
3/1/20,TOR,DEN,3rd,7:01,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_DEN_Toronto_Offensive_Foul_Challenge_030120
3/1/20,WAS,GSW,4th,5:29,GSW,BI,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_GSW_Golden_State_Basket_Interference_Challenge_030120
2/29/20,HOU,BOS,OT1,1:27,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_BOS_Houston_Defensive_Foul_Challenge_022920
2/29/20,ORL,SAS,4th,3:05,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_SAS_Orlando_Defensive_Foul_Challenge_022920
2/29/20,IND,CLE,4th,4:48,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_CLE_Indiana_Offensive_Foul_Challenge_022920
2/29/20,GSW,PHX,4th,7:35,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_PHX_Pheonix_Defensive_Foul_Challenge_022920
2/28/20,MIN,ORL,3rd,7:19,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_ORL_Orlando_Offensive_Foul_Challenge_022820
2/28/20,CHA,TOR,4th,3:20,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_TOR_Toronto_Defensive_Foul_Challenge_022820
2/28/20,DET,PHX,2nd,2:51,PHI,BI,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_PHX_Phoenix_Basket_Interference_Challenge_022820
2/28/20,WAS,UTA,3rd,3:49,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_UTA_Utah_Defensive_Foul_Challenge_022820
2/27/20,SAC,OKC,4th,:45,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_OKC_Sacramento_Loose_Ball_Foul_Challenge_022720
2/27/20,POR,IND,2nd,10:36,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_IND_Indiana_Offensive_Foul_Challenge_022720
2/26/20,NYK,CHA,2nd,4:17,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_CHA_Charlotte_Defensive_Foul_Challenge_022620
2/26/20,PHI,CLE,4th,6:56,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_CLE_Cleveland_Defensive_Foul_Challenge_022620
2/26/20,BKN,WAS,2nd,8:43,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_WAS_Brooklyn_Offenssive_Foul_Challenge_022620
2/26/20,ORL,ATL,4th,7:08,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ORL_ATL_Orlando_Defensive_Foul_Challenge_022620
2/26/20,MIN,MIA,4th,:28,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_MIA_Minnesota_Defensive_Foul_Challenge_022620
2/26/20,DAL,SAS,4th,2:06,DAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_SAS_Dallas_Defensive_Foul_Challenge_022620
2/26/20,MEM,HOU,1st,8:45,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_HOU_Houston_Offensive_Foul_Challenge_022620
2/26/20,LAC,PHX,3rd,6:43,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_PHX_Phoenix_Defensive_Foul_Challenge_022620
2/25/20,MIL,TOR,3rd,1:13,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_TOR_Toronto_Defensive_Foul_Challenge_022520
2/25/20,DET,DEN,1st,6:22,DEN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_DEN_Denver_Offensive_Foul_Challenge_022520
2/25/20,DET,DEN,2nd,3:57,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_DEN_Detroit_Offensive_Foul_Challenge_022520
2/25/20,SAC,GSW,4th,3:34,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_GSW_Sacramento_Defensive_Foul_Challenge_022520
2/25/20,SAC,GSW,4th,2:19,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_GSW_Golden_State_Defensive_Foul_Challenge_022520
2/24/20,MIL,WAS,3rd,9:17,MIL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_WAS_Milwaukee_Defensive_Foul_Challenge_022420
2/24/20,MIL,WAS,3rd,5:11,WAS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_WAS_Washington_Offensive_Foul_Challenge_022420
2/24/20,MIA,CLE,3rd,9:48,CLE,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_CLE_Cleveland_Defensive_Foul_Challenge_022420
2/23/20,IND,TOR,3rd,3:33,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_TOR_Toronto_Offensive_Foul_Challenge_022320
2/23/20,MIN,DEN,2nd,6:54,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_DEN_Minnesota_Defensive_Foul_Challenge_022320
2/23/20,BOS,LAL,4th,:37,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_LAL_Boston_Defensive_Foul_Challenge_022320
2/22/20,CLE,MIA,2nd,6:07,CLE,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_MIA_Cleveland_Defensive_Foul_Challenge_022220
2/22/20,BKN,CHA,4th,5:05,CHA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_CHA_Charlotte_Defensive_Foul_Challenge_022220
2/21/20,CLE,WAS,2nd,4:11,CLE,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_WAS_Cleveland_Defensive_Foul_Challenge_022120
2/21/20,IND,NYK,1st,2:38,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_NYK_Indiana_Offensive_Foul_Challenge_022120
2/21/20,IND,NYK,4th,9:33,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_NYK_New_York_Defensive_Foul_Challenge_022120
2/21/20,PHX,TOR,4th,5:13,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_TOR_Toronto_Offensive_Foul_Challenge_022120
2/21/20,DEN,UTA,4th,7:26,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_UTA_Oklahoma_City_Out_of_Bounds_Challenge_022120
2/20/20,MIA,ATL,3rd,4:05,MIA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_ATL_Miami_Offensive_Foul_Challenge_022020
2/20/20,MIA,ATL,3rd,:07,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_ATL_Atlanta_Defensive_Foul_Challenge_022020
2/20/20,MIL,DET,3rd,5:56,DET,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_DET_Detroit_Defensive_Foul_Challenge_022020
2/20/20,CHA,CHI,4th,:40,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_CHI_Chicago_Defensive_Foul_Challenge_022020
2/20/20,BKN,PHI,4th,4:14,PHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_PHI_Philadelphia_Defensive_Foul_Challenge_022020
2/20/20,MEM,SAC,4th,1:40,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_SAC_Sacramento_Defensive_Foul_Challenge_022020
2/20/20,HOU,GSW,3rd,3:04,HOU,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_GSW_Houston_Out_Bounds_Challenge_022020
2/20/20,HOU,GSW,3rd,6:28,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_GSW_Golden_State_Defensive_Foul_Challenge_022020
2/13/20,LAC,BOS,4th,:10,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_BOS_LA_Clippers_Offensive_Foul_Challenge_021320
2/12/20,ATL,CLE,1st,7:08,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_CLE_Atlanta_Defensive_Foul_Challenge_021220
2/12/20,TOR,BKN,1st,4:54,TOR,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_BKN_Brooklyn_Out_of_Bounds_Challenge_021220
2/12/20,TOR,BKN,3rd,2:28,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_BKN_Toronto_Defensive_Foul_Challenge_021220
2/12/20,WAS,NYK,4th,10:04,NYK,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_NYK_New_York_Defensive_Foul_Challenge_021220
2/12/20,CHA,MIN,2nd,3:16,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_MIN_Minnesota_Defensive_Foul_Challenge_021220
2/12/20,POR,MEM,4th,5:24,POR,BI,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_MEM_Portland_Basket_Interference_Challenge_021220
2/12/20,SAC,DAL,4th,1:27,DAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_DAL_Dallas_Loose_Ball_Foul_Challenge_021220
2/12/20,MIA,UTA,2nd,5:32,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_UTA_Utah_Defensive_Foul_Challenge_021220
2/12/20,LAL,DEN,4th,10:05,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_DEN_Denver_Defensive_Foul_Challenge_021220
2/11/20,LAC,PHI,4th,2:37,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_PHI_LA_Clippers_Offensive_Foul_Challenge_021120
2/11/20,BOS,HOU,3rd,:30,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_HOU_Houston_Double_Foul_Challenge_021120
2/10/20,BKN,IND,1st,6:52,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_IND_Brooklyn_Out_of_Bounds_Challenge_021020
2/10/20,BKN,IND,4th,5:55,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_IND_Indiana_Defensive_Foul_Challenge_021020
2/10/20,MIN,TOR,4th,8:21,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_TOR_Toronto_Defensive_Foul_Challenge021020
2/10/20,SAC,MIL,4th,1:11,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_MIL_Sacramento_Defensive_Foul_Challenge_021020
2/10/20,MIA,GSW,4th,3:44,MIA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_GSW_Miami_Defensive_Foul_Challenge_021020
2/10/20,PHX,LAL,4th,6:12,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_LAL_Phoenix_Defensive_Foul_Challenge_021020
2/9/20,BOS,OKC,4th,6:46,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_OKC_Boston_Defensive_Foul_Challenge_020920
2/9/20,CHI,PHI,2nd,2:00,PHI,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_PHI_Philadelphia_OB_Challenge_020920
2/9/20,UTA,HOU,2nd,10:59,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_HOU_Houston_Defensive_Foul_Challenge_020920
2/9/20,MIA,POR,3rd,0.9,POR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_POR_Portland_Defensive_Foul_Challenge_020920
2/9/20,MIA,POR,4th,:56,MIA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_POR_Miami_Defensive_Foul_Challenge_020920
2/8/20,DAL,CHA,4th,7:56,DAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_CHA_Dallas_Defensive_Foul_Challenge_020820
2/8/20,BKN,TOR,4th,:22,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_TOR_Brooklyn_Defensive_Foul_Challenge_020820
2/8/20,MIL,ORL,4th,8:11,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIL_ORL_Orlando_Defensive_Foul_Challenge_020820
2/8/20,DEN,PHX,4th,3:50,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_PHX_Denver_Defensive_Foul_Challenge_020820
2/8/20,LAL,GSW,4th,6:20,LAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_GSW_Golden_State_Defensive_Foul_Challenge_020820
2/7/20,ATL,BOS,2nd,:53,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_BOS_Boston_Defensive_Foul_Challenge_020720
2/7/20,TOR,IND,4th,11:15,TOR,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_IND_Toronto_OB_Challenge_020720
2/7/20,TOR,IND,4th,5:27,IND,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_IND_Indiana_Defensive_Foul_Challenge_020720
2/7/20,DET,OKC,4th,4:14,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_OKC_Oklahoma_City_Defensive_Foul_Challenge_020720
2/7/20,MIA,SAC,3rd,1:21,SAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_SAC_Sacramento_Offensive_Foul_Challenge_020720
2/7/20,MIA,SAC,4th,3:53,MIA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_SAC_Miami_Defensive_Foul_Challenge_020720
2/6/20,HOU,LAL,3rd,1:41,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_LAL_Houston_Defensive_Foul_Challenge_020620
2/6/20,HOU,LAL,4th,3:20,LAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_LAL_LA_Lakers_Defensive_Foul_Challenge_020620
2/5/20,PHX,DET,4th,1:22,PHX,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_DET_Phoenix_Defensive_Foul_Challenge_020520
2/5/20,IND,TOR,3rd,3:24,TOR,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_TOR_Toronto_Out_of_Bounds_Challenge_020520
2/5/20,ATL,MIN,3rd,:34,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_MIN_Atlanta_Offensive_Foul_Challenge_020520
2/5/20,CLE,OKC,4th,3:42,OKC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_OKC_Oklahoma_City_Offensive_Foul_Challenge_020520
2/5/20,DEN,UTA,4th,1:40,UTA,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_UTA_Utah_Offensive_Foul_Challenge_020520
2/4/20,CHA,HOU,4th,5:13,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHA_HOU_Houston_Defensive_Foul_Challenge_020420
2/3/20,DAL,IND,4th,3:31,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_IND_Indiana_Defensive_Foul_Challenge_020320
2/3/20,BOS,ATL,3rd,3:40,ATL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_ATL_Boston_Offensive_Foul_Challenge_020320
2/3/20,PHX,BKN,3rd,6:52,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_BKN_Phoenix_Defensive_Foul_Challenge_020320
2/3/20,PHX,BKN,3rd,:14.8,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_BKN_Brooklyn_OB_Challenge_020320
2/3/20,MIN,SAC,4th,1:09,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_SAC_Minnesota_Defensive_Foul_Challenge_020320
2/3/20,SAS,LAC,4th,7:10,SAS,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAS_LAC_San_Antonio_Defensive_Foul_Challenge_020320
2/2/20,CHI,TOR,4th,7:15,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_TOR_Toronto_Offensive_Foul_Challenge_020220
2/2/20,DEN,DET,3rd,5:47,DET,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DEN_DET_Detroit_Defensive_Foul_Challenge_020220
2/1/20,MIN,LAC,2nd,11:26,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIN_LAC_Minnesota_Offensive_Foul_Challenge_020120
2/1/20,MIA,ORL,1st,3:32,ORL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MIA_ORL_Orlando_Defensive_Foul_Challenge_020120
2/1/20,LAL,SAC,3rd,6:15,LAL,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_SAC_LA_Lakers_Out_Of_Bounds_Challenge_020120
2/1/20,UTA,POR,3rd,:31,UTA,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_POR_Utah_Out_Of_Bounds_Challenge_020120
1/31/20,DAL,HOU,3rd,5:43,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_HOU_Houston_Defensive_Foul_Challenge_013020
1/31/20,OKC,PHX,3rd,7:39,OKC,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_PHX_Oklahoma_City_OB_Challenge_013120
1/31/20,OKC,PHX,4th,2:57,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_PHX_Phoenix_Loose_Ball_Foul_Challenge_013120
1/31/20,POR,LAL,3rd,1:20,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_POR_LAL_Portland_Defensive_Foul_Challenge_013120
1/30/20,TOR,CLE,4th,1:28,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CLE_TOR_Toronto_Offensive_Foul_Challenge_013020
1/30/20,GSW,BOS,3rd,6:28,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_BOS_Boston_Defensive_Foul_Challenge_013020
1/30/20,UTA,DEN,4th,1:55,DEN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_UTA_DEN_Denver_Defensive_Foul_Challenge_013020
1/30/20,SAC,LAC,4th,6:09,LAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_LAC_LA_Clippers_Defensive_Foul_Challenge_013020
1/29/20,DET,BKN,1st,9:36,BKN,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DET_BKN_Brooklyn_Out_of_Bounds_Challenge_012920
1/29/20,MEM,NYK,3rd,7:54,NYK,OB,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_MEM_NYK_New_York_Out_of_Bounds_Challenge_012930
1/29/20,CHI,IND,3rd,:44,CHI,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_CHI_IND_Chicago_Defensive_Foul_Challenge_012920
1/29/20,HOU,POR,2nd,3:22,POR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_POR_Portland_Defensive_Foul_Challenge_012920
1/29/20,HOU,POR,4th,2:48,HOU,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_POR_Houston_Defensive_Foul_Challenge_012920
1/28/20,NYK,CHA,4th,1:56,CHA,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_NYK_CHA_Charlotte_Defensive_Foul_Challenge_012820
1/28/20,GSW,PHI,3rd,7:31,GSW,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_GSW_PHI_Golden_State_Defensive_Foul_Challenge_012820
1/28/20,ATL,TOR,3rd,3:15,TOR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_TOR_Toronto_Defensive_Foul_Challenge_012820
1/28/20,BOS,MIA,4th,7:18,BOS,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_MIA_Boston_Defensive_Foul_Challenge_012820
1/28/20,PHX,DAL,2nd,:59,DAL,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_DAL_Dallas_Offensive_Foul_Challenge_012820
1/27/20,DAL,OKC,2nd,5:56,OKC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_OKC_Oklahoma_City_Offensive_Foul_Challenge_012720
1/27/20,DAL,OKC,4th,1:21,DAL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_OKC_Dallas_Offensive_Foul_Challenge_012720
1/27/20,SAC,MIN,3rd,5:31,SAC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_MIN_Sacramento_Offensive_Foul_Challenge_012720
1/27/20,SAC,MIN,OT1,:07.4,MIN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_SAC_MIN_Minnesota_Defensive_Foul_Challenge_012720
1/27/20,HOU,UTA,1st,4:19,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_UTA_Houston_Defensive_Foul_Challenge_012720
1/26/20,LAC,ORL,3rd,8:09,ORL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_ORL_Orlando_Defensive_Foul_Challenge_012620
1/26/20,BOS,NOP,4th,5:45,NOP,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BOS_NOP_New_Orleans_Defensive_Foul_Challenge_012620
1/26/20,BKN,NYK,4th,7:56,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_NYK_Brooklyn_Defensive_Foul_Challenge_012620
1/26/20,BKN,NYK,4th,6:55,NYK,OB,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_NYK_New_York_OB_Challenge_012520
1/26/20,WAS,ATL,4th,9:37,ATL,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_WAS_ATL_Atlanta_Defensive_Foul_Challenge_012620
1/26/20,HOU,DEN,3rd,8:45,DEN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_DEN_Denver_Offensive_Foul_Challenge_012620
1/25/20,OKC,MIN,4th,:34,MIN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_OKC_MIN_Minnesota_Defensive_Foul_Challenge_012520
1/25/20,BKN,DET,4th,5:52,BKN,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_BKN_DET_Brooklyn_Defensive_Foul_Challenge_012520
1/25/20,DAL,UTA,4th,8:13,UTA,GT,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_UTA_Utah_Goaltending_Challenge_012520
1/24/20,TOR,NYK,3rd,5:44,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_TOR_NYK_Toronto_Defensive_Foul_Challenge_012420
1/24/20,HOU,MIN,4th,5:33,HOU,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_HOU_MIN_Houston_Defensive_Foul_Challenge_012420
1/24/20,ATL,OKC,4th,6:35,OKC,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_ATL_OKC_Oklahoma_City_Defensive_Foul_Challenge_012420
1/24/20,PHX,SAS,4th,4:18,PHX,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHX_SAS_San_Antonio_Offensive_Foul_Challenge_012420
1/24/20,IND,GSW,4th,1:23,IND,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_IND_GSW_Indiana_Defensive_Foul_Challenge_012420
1/23/20,LAL,BKN,2nd,:39,BKN,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAL_BKN_Brooklyn_Defensive_Foul_Challenge_012320
1/23/20,DAL,POR,2nd,5:22,POR,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_DAL_POR_Portland_Defensive_Foul_Challenge_012320
1/22/20,PHI,TOR,4th,2:30,TOR,Foul,Successful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_PHI_TOR_Toronto_Offensive_Foul_Challenge_012220
1/22/20,LAC,ATL,4th,3:40,LAC,Foul,Unsuccessful,https://dmmx2.nba.com/videourlredirect?&project=/bbops/bbops_LAC_ATL_Atlanta_Defensive_Foul_Challenge_012220
